Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,1023952681,LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,23143578671,08/02/2026,CA01281,56227968,365,365,2,0.55%,16.37256,14.95211,348,288,150,13,281,80.75%,286,349,81.95%,-16,-17
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,1023944248,LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,23143572416,08/02/2026,CA01281,56227968,381,381,2,0.52%,17.214669,15.721159,363,295,116,12,290,79.89%,288,374,77.01%,-7,-18
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08155|MPN - Filipino - A - Burst-2 - Banner,1024670068,LI08155|MPN - Filipino - A - Burst-2 - Banner,23291040937,08/02/2026,CA01281,56227968,1176,1176,5,0.43%,44.400294,40.548214,0,0,0,0,0,0.00%,906,1081,83.81%,-95,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08156|MPN - Filipino - B - Burst-2 - Banner,1024318779,LI08156|MPN - Filipino - B - Burst-2 - Banner,23286769136,08/02/2026,CA01281,56227968,997,997,4,0.40%,37.9941,34.697808,0,0,0,0,0,0.00%,761,914,83.26%,-83,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08157|MPN - Filipino - A - Burst -2 - 6s Video,1024319313,LI08157|MPN - Filipino - A - Burst -2 - 6s Video,23286782630,08/02/2026,CA01281,56227968,210,210,1,0.48%,8.116269,7.412118,192,215,211,208,144,75.00%,161,200,80.50%,-10,-18
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08158|MPN - Filipino - A - Burst -2 - 15s Video,1024667428,LI08158|MPN - Filipino - A - Burst -2 - 15s Video,23286773450,08/02/2026,CA01281,56227968,201,201,1,0.50%,8.399148,7.670455,200,186,179,176,162,81.00%,170,199,85.43%,-2,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08159|MPN - Filipino - A - Burst -2 - 30s Video,1024667038,LI08159|MPN - Filipino - A - Burst -2 - 30s Video,23281791960,08/02/2026,CA01281,56227968,176,176,1,0.57%,7.543521,6.88906,171,145,134,129,139,81.29%,148,172,86.05%,-4,-5
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08160|MPN - Filipino - B - Burst -2 - 6s Video,1024308161,LI08160|MPN - Filipino - B - Burst -2 - 6s Video,23281790619,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.699174,7.944451,204,195,193,190,164,80.39%,170,204,83.33%,-1,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08161|MPN - Filipino - B - Burst -2 - 15s Video,1024667431,LI08161|MPN - Filipino - B - Burst -2 - 15s Video,23291062048,08/02/2026,CA01281,56227968,207,207,1,0.48%,8.677388,7.924555,206,193,184,180,172,83.50%,155,189,82.01%,-18,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08162|MPN - Filipino - B - Burst -2 - 30s Video,1024669426,LI08162|MPN - Filipino - B - Burst -2 - 30s Video,23291063407,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.252082,7.536148,192,189,184,177,151,78.65%,159,194,81.96%,-11,-13
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,1023963808,LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,23145826961,08/02/2026,CA01282,56201834,4868,4868,24,0.49%,239.926723,219.111163,4728,3719,3314,3051,3757,79.46%,3990,4730,84.36%,-138,-140
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,1023966577,LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,23145829616,08/02/2026,CA01282,56201834,2363,2363,11,0.47%,113.989847,104.100317,2298,1666,1459,1330,1931,84.03%,1835,2300,79.78%,-63,-65
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,1023966580,LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,23150251324,08/02/2026,CA01282,56201834,2787,2787,14,0.50%,133.811216,122.202024,2732,1690,1465,1320,2430,88.95%,2160,2688,80.36%,-99,-55
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,1023963835,LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,23150255986,08/02/2026,CA01282,56201834,1114,1114,5,0.45%,47.697617,43.559468,1037,624,510,450,891,85.92%,813,1046,77.72%,-68,-77
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,1023966385,LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,23150260201,08/02/2026,CA01282,56201834,493,493,2,0.41%,34.177686,31.212499,480,375,235,132,421,87.71%,371,480,77.29%,-13,-13
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07816|Zee5 -Indian - FF - 15s - Burst-1,1023966607,LI07816|Zee5 -Indian - FF - 15s - Burst-1,23145846848,08/02/2026,CA01282,56201834,217,217,1,0.46%,14.807824,13.523127,206,172,101,79,156,75.73%,186,215,86.51%,-2,-11
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,1023594560,LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,23145846674,08/02/2026,CA01282,56201834,457,457,2,0.44%,31.582199,28.842191,452,161,66,33,389,86.06%,379,444,85.36%,-13,-5
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07818|Zee5 -Indian - FF - 30s - Burst-1,1023966076,LI07818|Zee5 -Indian - FF - 30s - Burst-1,23145840623,08/02/2026,CA01282,56201834,166,166,1,0.60%,11.671388,10.658802,163,97,59,48,132,80.98%,114,149,76.51%,-17,-3
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07819|MPN -Arabic - Gambler - 15s - Burst-1,1023966601,LI07819|MPN -Arabic - Gambler - 15s - Burst-1,23140549857,08/02/2026,CA01282,56201834,1229,1229,5,0.41%,48.988402,44.738267,1178,1120,1066,1007,969,82.26%,913,1159,78.77%,-70,-51
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07820|MPN -Arabic - FF - 15s - Burst-1,1023965893,LI07820|MPN -Arabic - FF - 15s - Burst-1,23145848123,08/02/2026,CA01282,56201834,515,515,2,0.39%,20.91905,19.104155,431,480,453,428,356,82.60%,409,462,88.53%,-53,-84
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07821|MPN -Arabic - Gambler - 30s - Burst-1,1023594179,LI07821|MPN -Arabic - Gambler - 30s - Burst-1,23150257663,08/02/2026,CA01282,56201834,1043,1043,5,0.48%,41.982747,38.340408,983,861,773,699,852,86.67%,877,991,88.50%,-52,-60
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07822|MPN -Arabic  - FF - 30s - Burst-1,1023594536,LI07822|MPN -Arabic - FF - 30s - Burst-1,23145839249,08/02/2026,CA01282,56201834,427,427,2,0.47%,17.560538,16.037021,419,331,310,283,337,80.43%,331,424,78.07%,-3,-8
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,1023589092,LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,23140549620,08/02/2026,CA01282,56201834,1322,1322,6,0.45%,55.251534,50.458022,1247,1191,1126,1063,1003,80.43%,1048,1252,83.71%,-70,-75
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07824|MPN -Vietnamese - FF - 15s - Burst-1,1023965890,LI07824|MPN -Vietnamese - FF - 15s - Burst-1,23140548651,08/02/2026,CA01282,56201834,529,529,2,0.38%,22.075111,20.159919,465,490,453,426,403,86.67%,382,434,88.02%,-95,-64
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,1023589080,LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,23140543353,08/02/2026,CA01282,56201834,1059,1059,4,0.38%,43.983947,40.167988,965,798,714,655,850,88.08%,758,991,76.49%,-68,-94
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07826|MPN -Vietnamese  - FF - 30s - Burst-1,1023964033,LI07826|MPN -Vietnamese - FF - 30s - Burst-1,23150269369,08/02/2026,CA01282,56201834,446,446,2,0.45%,17.854182,16.305189,436,369,326,284,337,77.29%,341,426,80.05%,-20,-10
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07827|MPN -Korean - Gambler - 15s - Burst-1,1023588459,LI07827|MPN -Korean - Gambler - 15s - Burst-1,23140550082,08/02/2026,CA01282,56201834,1187,1187,5,0.42%,50.655873,46.261071,1122,1058,1022,979,932,83.07%,972,1105,87.96%,-82,-65
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07828|MPN -Korean - FF - 15s - Burst-1,1023966061,LI07828|MPN -Korean - FF - 15s - Burst-1,23140534260,08/02/2026,CA01282,56201834,509,509,2,0.39%,21.583738,19.711176,434,466,446,419,344,79.26%,360,458,78.60%,-51,-75
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07829|MPN -Korean - Gambler - 30s - Burst-1,1023965164,LI07829|MPN -Korean - Gambler - 30s - Burst-1,23150257189,08/02/2026,CA01282,56201834,807,807,3,0.37%,33.182457,30.303614,744,634,562,510,649,87.23%,591,757,78.07%,-50,-63
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07830|MPN -Korean - FF - 30s - Burst-1,1023964030,LI07830|MPN -Korean - FF - 30s - Burst-1,23150260558,08/02/2026,CA01282,56201834,434,434,2,0.46%,18.526223,16.918925,421,382,330,306,323,76.72%,339,430,78.84%,-4,-13
CL00003,784915671,INR,IO01324|Royal Botanic Gardens Victoria campaign Oct'25 to Feb'26 IO|LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,1023590406,LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,23141259072,08/02/2026,CA01283,56195986,4332,4332,20,0.46%,137.983352,126.012194,0,0,0,0,0,0.00%,3514,4147,84.74%,-185,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07871|Arabic,1024090132,LI07871|Arabic,23167624950,08/02/2026,CA01290,56214385,3921,3921,21,0.54%,138.911837,126.860125,0,0,0,0,0,0.00%,3241,3786,85.60%,-135,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07872|Cantonese,1024089187,LI07872|Cantonese,23167625922,08/02/2026,CA01290,56214385,4586,4586,18,0.39%,173.097743,158.080131,0,0,0,0,0,0.00%,3974,4474,88.82%,-112,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07873|Croatian,1024090198,LI07873|Croatian,23167630032,08/02/2026,CA01290,56214385,4446,4446,23,0.52%,167.042652,152.550367,0,0,0,0,0,0.00%,3767,4306,87.48%,-140,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07874|Dari,1023729341,LI07874|Dari,23167632651,08/02/2026,CA01290,56214385,3977,3977,20,0.50%,107.460006,98.136992,0,0,0,0,0,0.00%,3142,3834,81.95%,-143,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07875|Karen,1024090177,LI07875|Karen,23167626699,08/02/2026,CA01290,56214385,4384,4384,21,0.48%,177.158122,161.788239,0,0,0,0,0,0.00%,3610,4269,84.56%,-115,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07876|Khmer,1023729329,LI07876|Khmer,23177207191,08/02/2026,CA01290,56214385,4105,4105,19,0.46%,155.493316,142.003028,0,0,0,0,0,0.00%,3222,3986,80.83%,-119,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07877|Korean,1023727191,LI07877|Korean,23167628298,08/02/2026,CA01290,56214385,4358,4358,20,0.46%,130.030112,118.748961,0,0,0,0,0,0.00%,3611,4192,86.14%,-166,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07878|Mandarin,1023729753,LI07878|Mandarin,23172865193,08/02/2026,CA01290,56214385,4327,4327,23,0.53%,146.538765,133.825356,0,0,0,0,0,0.00%,3641,4171,87.29%,-156,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07879|Persian,1023730089,LI07879|Persian,23177207962,08/02/2026,CA01290,56214385,4828,4828,24,0.50%,196.116082,179.101445,0,0,0,0,0,0.00%,3893,4719,82.50%,-109,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07880|Punjabi,1023730098,LI07880|Punjabi,23167633131,08/02/2026,CA01290,56214385,5115,5115,25,0.49%,160.752129,146.805597,0,0,0,0,0,0.00%,3990,4926,81.00%,-189,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07881|Serbian,1024089196,LI07881|Serbian,23167628385,08/02/2026,CA01290,56214385,4044,4044,20,0.49%,158.654813,144.89024,0,0,0,0,0,0.00%,3119,3856,80.89%,-188,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07882|Spanish,1024086517,LI07882|Spanish,23177204122,08/02/2026,CA01290,56214385,4340,4340,23,0.53%,167.838819,153.27746,0,0,0,0,0,0.00%,3329,4197,79.32%,-143,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07883|Turkish,1023730092,LI07883|Turkish,23167630203,08/02/2026,CA01290,56214385,4582,4582,25,0.55%,180.12148,164.494502,0,0,0,0,0,0.00%,3654,4433,82.43%,-149,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07884|Vietnamese,1024087066,LI07884|Vietnamese,23172870671,08/02/2026,CA01290,56214385,3840,3840,20,0.52%,147.261222,134.485134,0,0,0,0,0,0.00%,2860,3693,77.44%,-147,0
CL00003,784915671,INR,IO01362|MV Our Wondrous Planet Campaign Jan'26 to Apr’26 IO|LI08108|Arabic - Banner,1024243533,LI08108|Arabic - Banner,23270943306,08/02/2026,CA01319,56334990,2622,2622,13,0.50%,91.937922,83.961573,0,0,0,0,0,0.00%,2025,2536,79.85%,-86,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08109|Mandarin - Banner,1024636300,LI08109|Mandarin - Banner,23283099563,08/02/2026,CA01320,56328794,5661,5661,22,0.39%,189.988221,173.505225,0,0,0,0,0,0.00%,4768,5553,85.86%,-108,0
