Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,1023952681,LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,23143578671,08/02/2026,CA01281,56227968,365,365,2,0.55%,16.37256,14.95211,364,288,150,13,313,85.99%,288,354,81.36%,-11,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,1023944248,LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,23143572416,08/02/2026,CA01281,56227968,381,381,2,0.52%,17.214669,15.721159,367,295,116,12,277,75.48%,288,371,77.63%,-10,-14
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08155|MPN - Filipino - A - Burst-2 - Banner,1024670068,LI08155|MPN - Filipino - A - Burst-2 - Banner,23291040937,08/02/2026,CA01281,56227968,1176,1176,6,0.51%,44.400294,40.548214,0,0,0,0,0,0.00%,974,1122,86.81%,-54,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08156|MPN - Filipino - B - Burst-2 - Banner,1024318779,LI08156|MPN - Filipino - B - Burst-2 - Banner,23286769136,08/02/2026,CA01281,56227968,997,997,5,0.50%,37.9941,34.697808,0,0,0,0,0,0.00%,810,941,86.08%,-56,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08157|MPN - Filipino - A - Burst -2 - 6s Video,1024319313,LI08157|MPN - Filipino - A - Burst -2 - 6s Video,23286782630,08/02/2026,CA01281,56227968,210,210,1,0.48%,8.116269,7.412118,196,215,211,208,158,80.61%,147,194,75.77%,-16,-14
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08158|MPN - Filipino - A - Burst -2 - 15s Video,1024667428,LI08158|MPN - Filipino - A - Burst -2 - 15s Video,23286773450,08/02/2026,CA01281,56227968,201,201,1,0.50%,8.399148,7.670455,200,186,179,176,162,81.00%,170,199,85.43%,-2,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08159|MPN - Filipino - A - Burst -2 - 30s Video,1024667038,LI08159|MPN - Filipino - A - Burst -2 - 30s Video,23281791960,08/02/2026,CA01281,56227968,176,176,1,0.57%,7.543521,6.88906,162,145,134,129,127,78.40%,147,170,86.47%,-6,-14
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08160|MPN - Filipino - B - Burst -2 - 6s Video,1024308161,LI08160|MPN - Filipino - B - Burst -2 - 6s Video,23281790619,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.699174,7.944451,204,195,193,190,164,80.39%,170,204,83.33%,-1,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08161|MPN - Filipino - B - Burst -2 - 15s Video,1024667431,LI08161|MPN - Filipino - B - Burst -2 - 15s Video,23291062048,08/02/2026,CA01281,56227968,207,207,1,0.48%,8.677388,7.924555,206,193,184,180,172,83.50%,149,192,77.60%,-15,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08162|MPN - Filipino - B - Burst -2 - 30s Video,1024669426,LI08162|MPN - Filipino - B - Burst -2 - 30s Video,23291063407,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.252082,7.536148,188,189,184,177,151,80.32%,168,192,87.50%,-13,-17
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,1023963808,LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,23145826961,08/02/2026,CA01282,56201834,4868,4868,19,0.39%,239.926723,219.111163,4696,3719,3314,3051,3788,80.66%,4113,4739,86.79%,-129,-172
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,1023966577,LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,23145829616,08/02/2026,CA01282,56201834,2363,2363,12,0.51%,113.989847,104.100317,2302,1666,1459,1330,1948,84.62%,1797,2274,79.02%,-89,-61
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,1023966580,LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,23150251324,08/02/2026,CA01282,56201834,2787,2787,12,0.43%,133.811216,122.202024,2688,1690,1465,1320,2181,81.14%,2391,2712,88.16%,-75,-99
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,1023963835,LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,23150255986,08/02/2026,CA01282,56201834,1114,1114,6,0.54%,47.697617,43.559468,1014,624,510,450,828,81.66%,922,1057,87.23%,-57,-100
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,1023966385,LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,23150260201,08/02/2026,CA01282,56201834,493,493,2,0.41%,34.177686,31.212499,489,375,235,132,395,80.78%,366,475,77.05%,-18,-4
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07816|Zee5 -Indian - FF - 15s - Burst-1,1023966607,LI07816|Zee5 -Indian - FF - 15s - Burst-1,23145846848,08/02/2026,CA01282,56201834,217,217,1,0.46%,14.807824,13.523127,203,172,101,79,176,86.70%,162,214,75.70%,-3,-14
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,1023594560,LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,23145846674,08/02/2026,CA01282,56201834,457,457,2,0.44%,31.582199,28.842191,451,161,66,33,364,80.71%,353,440,80.23%,-17,-6
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07818|Zee5 -Indian - FF - 30s - Burst-1,1023966076,LI07818|Zee5 -Indian - FF - 30s - Burst-1,23145840623,08/02/2026,CA01282,56201834,166,166,1,0.60%,11.671388,10.658802,165,97,59,48,145,87.88%,133,154,86.36%,-12,-1
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07819|MPN -Arabic - Gambler - 15s - Burst-1,1023966601,LI07819|MPN -Arabic - Gambler - 15s - Burst-1,23140549857,08/02/2026,CA01282,56201834,1229,1229,6,0.49%,48.988402,44.738267,1146,1120,1066,1007,969,84.55%,996,1158,86.01%,-71,-83
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07820|MPN -Arabic - FF - 15s - Burst-1,1023965893,LI07820|MPN -Arabic - FF - 15s - Burst-1,23145848123,08/02/2026,CA01282,56201834,515,515,2,0.39%,20.91905,19.104155,458,480,453,428,405,88.43%,347,445,77.98%,-70,-57
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07821|MPN -Arabic - Gambler - 30s - Burst-1,1023594179,LI07821|MPN -Arabic - Gambler - 30s - Burst-1,23150257663,08/02/2026,CA01282,56201834,1043,1043,5,0.48%,41.982747,38.340408,977,861,773,699,843,86.28%,799,973,82.12%,-70,-66
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07822|MPN -Arabic  - FF - 30s - Burst-1,1023594536,LI07822|MPN -Arabic - FF - 30s - Burst-1,23145839249,08/02/2026,CA01282,56201834,427,427,2,0.47%,17.560538,16.037021,414,331,310,283,360,86.96%,331,415,79.76%,-12,-13
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,1023589092,LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,23140549620,08/02/2026,CA01282,56201834,1322,1322,5,0.38%,55.251534,50.458022,1230,1191,1126,1063,1003,81.54%,1068,1229,86.90%,-93,-92
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07824|MPN -Vietnamese - FF - 15s - Burst-1,1023965890,LI07824|MPN -Vietnamese - FF - 15s - Burst-1,23140548651,08/02/2026,CA01282,56201834,529,529,2,0.38%,22.075111,20.159919,444,490,453,426,374,84.23%,360,466,77.25%,-63,-85
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,1023589080,LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,23140543353,08/02/2026,CA01282,56201834,1059,1059,5,0.47%,43.983947,40.167988,1008,798,714,655,815,80.85%,797,1007,79.15%,-52,-51
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07826|MPN -Vietnamese  - FF - 30s - Burst-1,1023964033,LI07826|MPN -Vietnamese - FF - 30s - Burst-1,23150269369,08/02/2026,CA01282,56201834,446,446,2,0.45%,17.854182,16.305189,435,369,326,284,372,85.52%,380,438,86.76%,-8,-11
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07827|MPN -Korean - Gambler - 15s - Burst-1,1023588459,LI07827|MPN -Korean - Gambler - 15s - Burst-1,23140550082,08/02/2026,CA01282,56201834,1187,1187,6,0.51%,50.655873,46.261071,1109,1058,1022,979,932,84.04%,890,1117,79.68%,-70,-78
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07828|MPN -Korean - FF - 15s - Burst-1,1023966061,LI07828|MPN -Korean - FF - 15s - Burst-1,23140534260,08/02/2026,CA01282,56201834,509,509,2,0.39%,21.583738,19.711176,449,466,446,419,396,88.20%,390,451,86.47%,-58,-60
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07829|MPN -Korean - Gambler - 30s - Burst-1,1023965164,LI07829|MPN -Korean - Gambler - 30s - Burst-1,23150257189,08/02/2026,CA01282,56201834,807,807,3,0.37%,33.182457,30.303614,729,634,562,510,647,88.75%,575,737,78.02%,-70,-78
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07830|MPN -Korean - FF - 30s - Burst-1,1023964030,LI07830|MPN -Korean - FF - 30s - Burst-1,23150260558,08/02/2026,CA01282,56201834,434,434,2,0.46%,18.526223,16.918925,425,382,330,306,356,83.76%,324,421,76.96%,-13,-9
CL00003,784915671,INR,IO01324|Royal Botanic Gardens Victoria campaign Oct'25 to Feb'26 IO|LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,1023590406,LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,23141259072,08/02/2026,CA01283,56195986,4332,4332,23,0.53%,137.983352,126.012194,0,0,0,0,0,0.00%,3514,4218,83.31%,-114,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07871|Arabic,1024090132,LI07871|Arabic,23167624950,08/02/2026,CA01290,56214385,3921,3921,15,0.38%,138.911837,126.860125,0,0,0,0,0,0.00%,3111,3739,83.20%,-182,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07872|Cantonese,1024089187,LI07872|Cantonese,23167625922,08/02/2026,CA01290,56214385,4586,4586,18,0.39%,173.097743,158.080131,0,0,0,0,0,0.00%,3746,4482,83.58%,-104,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07873|Croatian,1024090198,LI07873|Croatian,23167630032,08/02/2026,CA01290,56214385,4446,4446,23,0.52%,167.042652,152.550367,0,0,0,0,0,0.00%,3313,4248,77.99%,-198,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07874|Dari,1023729341,LI07874|Dari,23167632651,08/02/2026,CA01290,56214385,3977,3977,16,0.40%,107.460006,98.136992,0,0,0,0,0,0.00%,3159,3811,82.89%,-166,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07875|Karen,1024090177,LI07875|Karen,23167626699,08/02/2026,CA01290,56214385,4384,4384,21,0.48%,177.158122,161.788239,0,0,0,0,0,0.00%,3470,4184,82.93%,-200,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07876|Khmer,1023729329,LI07876|Khmer,23177207191,08/02/2026,CA01290,56214385,4105,4105,21,0.51%,155.493316,142.003028,0,0,0,0,0,0.00%,2970,3953,75.13%,-152,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07877|Korean,1023727191,LI07877|Korean,23167628298,08/02/2026,CA01290,56214385,4358,4358,22,0.50%,130.030112,118.748961,0,0,0,0,0,0.00%,3527,4214,83.70%,-144,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07878|Mandarin,1023729753,LI07878|Mandarin,23172865193,08/02/2026,CA01290,56214385,4327,4327,17,0.39%,146.538765,133.825356,0,0,0,0,0,0.00%,3628,4146,87.51%,-181,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07879|Persian,1023730089,LI07879|Persian,23177207962,08/02/2026,CA01290,56214385,4828,4828,22,0.46%,196.116082,179.101445,0,0,0,0,0,0.00%,4068,4692,86.70%,-136,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07880|Punjabi,1023730098,LI07880|Punjabi,23167633131,08/02/2026,CA01290,56214385,5115,5115,22,0.43%,160.752129,146.805597,0,0,0,0,0,0.00%,4322,5000,86.44%,-115,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07881|Serbian,1024089196,LI07881|Serbian,23167628385,08/02/2026,CA01290,56214385,4044,4044,22,0.54%,158.654813,144.89024,0,0,0,0,0,0.00%,3050,3931,77.59%,-113,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07882|Spanish,1024086517,LI07882|Spanish,23177204122,08/02/2026,CA01290,56214385,4340,4340,18,0.41%,167.838819,153.27746,0,0,0,0,0,0.00%,3231,4186,77.19%,-154,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07883|Turkish,1023730092,LI07883|Turkish,23167630203,08/02/2026,CA01290,56214385,4582,4582,22,0.48%,180.12148,164.494502,0,0,0,0,0,0.00%,3871,4477,86.46%,-105,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07884|Vietnamese,1024087066,LI07884|Vietnamese,23172870671,08/02/2026,CA01290,56214385,3840,3840,20,0.52%,147.261222,134.485134,0,0,0,0,0,0.00%,2867,3735,76.76%,-105,0
CL00003,784915671,INR,IO01362|MV Our Wondrous Planet Campaign Jan'26 to Apr’26 IO|LI08108|Arabic - Banner,1024243533,LI08108|Arabic - Banner,23270943306,08/02/2026,CA01319,56334990,2622,2622,11,0.42%,91.937922,83.961573,0,0,0,0,0,0.00%,2131,2567,83.02%,-55,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08109|Mandarin - Banner,1024636300,LI08109|Mandarin - Banner,23283099563,08/02/2026,CA01320,56328794,5661,5661,27,0.48%,189.988221,173.505225,0,0,0,0,0,0.00%,4834,5482,88.18%,-179,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08110|Cantonese - Banner,1024281383,LI08110|Cantonese - Banner,23287327321,08/02/2026,CA01320,56328794,3620,3620,15,0.41%,152.546999,139.312328,0,0,0,0,0,0.00%,2825,3445,82.00%,-175,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08111|Hindi - Banner,1024636306,LI08111|Hindi - Banner,23287328140,08/02/2026,CA01320,56328794,1734,1734,9,0.52%,61.092316,55.792069,0,0,0,0,0,0.00%,1403,1638,85.65%,-96,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08112|Arabic - Banner,1024281686,LI08112|Arabic - Banner,23278062450,08/02/2026,CA01320,56328794,4948,4948,26,0.53%,181.234369,165.510839,0,0,0,0,0,0.00%,4110,4819,85.29%,-129,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08113|Vietnamese - Banner,1024631305,LI08113|Vietnamese - Banner,23283097388,08/02/2026,CA01320,56328794,2317,2317,9,0.39%,85.551155,78.128909,0,0,0,0,0,0.00%,1913,2218,86.25%,-99,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08114|Greek - Banner,1024281710,LI08114|Greek - Banner,23278068891,08/02/2026,CA01320,56328794,1400,1400,7,0.50%,51.732162,47.243984,0,0,0,0,0,0.00%,1057,1331,79.41%,-69,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08115|Spanish - Banner,1024281707,LI08115|Spanish - Banner,23283107903,08/02/2026,CA01320,56328794,1584,1584,6,0.38%,60.503119,55.25399,0,0,0,0,0,0.00%,1252,1485,84.31%,-99,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08116|Korean - Banner,1024281713,LI08116|Korean - Banner,23283107918,08/02/2026,CA01320,56328794,1486,1486,6,0.40%,46.830082,42.767198,0,0,0,0,0,0.00%,1163,1430,81.33%,-56,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08119|Mandarin - Banner,1024283861,LI08119|Mandarin - Banner,23278547934,08/02/2026,CA01322,56324525,5138,5138,23,0.45%,167.970004,153.397264,0,0,0,0,0,0.00%,3836,4989,76.89%,-149,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08120|Cantonese - Banner,1024277579,LI08120|Cantonese - Banner,23283564866,08/02/2026,CA01322,56324525,3696,3696,19,0.51%,142.271192,129.928029,0,0,0,0,0,0.00%,2727,3502,77.87%,-194,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08121|Vietnamese - Banner,1024641922,LI08121|Vietnamese - Banner,23278552545,08/02/2026,CA01322,56324525,2917,2917,14,0.48%,108.398807,98.994344,0,0,0,0,0,0.00%,2487,2844,87.45%,-73,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08122|Arabic - Banner,1024640098,LI08122|Arabic - Banner,23278552986,08/02/2026,CA01322,56324525,2837,2837,13,0.46%,101.418867,92.61997,0,0,0,0,0,0.00%,2214,2783,79.55%,-54,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08123|Hindi - Banner,1024298025,LI08123|Hindi - Banner,23283566795,08/02/2026,CA01322,56324525,2747,2747,14,0.51%,95.459204,87.177355,0,0,0,0,0,0.00%,2249,2663,84.45%,-84,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08124|TVBJ - Cantonese - Video,1024643071,LI08124|TVBJ - Cantonese - Video,23283623675,08/02/2026,CA01322,56324525,3013,3013,14,0.46%,198.157172,180.965454,2857,2021,1714,1498,2515,88.03%,2178,2903,75.03%,-110,-156
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08125|Zee5 - Hindi - Video,1024298592,LI08125|Zee5 - Hindi - Video,23283639254,08/02/2026,CA01322,56324525,963,963,4,0.42%,62.771578,57.325642,911,471,253,181,807,88.58%,800,908,88.11%,-55,-52
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08126|Vietnamese - Video,1024283516,LI08126|Vietnamese - Video,23287886875,08/02/2026,CA01322,56324525,719,719,3,0.42%,45.9939,42.003562,646,602,553,506,561,86.84%,564,645,87.44%,-74,-73
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08127|Arabic - Video,1024298598,LI08127|Arabic - Video,23278636470,08/02/2026,CA01322,56324525,720,720,3,0.42%,43.79585,39.99621,632,584,512,457,482,76.27%,511,654,78.13%,-66,-88
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08128|Cantonese - Confirm - 15s,1024644355,LI08128|Cantonese - Confirm - 15s,23288067103,08/02/2026,CA01323,56319082,1475,1475,6,0.41%,67.54833,61.687973,1385,1158,995,893,1053,76.03%,1221,1419,86.05%,-56,-90
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08129|Vietnamese - Confirm - 15s,1024645261,LI08129|Vietnamese - Confirm - 15s,23288079070,08/02/2026,CA01323,56319082,1707,1707,8,0.47%,83.479271,76.236777,1651,1540,1463,1385,1303,78.92%,1390,1626,85.49%,-81,-56
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08130|Nepali - Confirm - 15s,1024284527,LI08130|Nepali - Confirm - 15s,23278852458,08/02/2026,CA01323,56319082,1773,1773,9,0.51%,92.948721,84.884677,1692,1604,1440,1321,1306,77.19%,1413,1704,82.92%,-69,-81
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08131|Cantonese - Upskill - 15s,1024644157,LI08131|Cantonese - Upskill - 15s,23278845003,08/02/2026,CA01323,56319082,493,493,2,0.41%,23.392343,21.36287,476,406,355,287,372,78.15%,418,481,86.90%,-12,-17
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08132|Vietnamese - Upskill - 15s,1024247537,LI08132|Vietnamese - Upskill - 15s,23288086252,08/02/2026,CA01323,56319082,727,727,3,0.41%,35.551937,32.467522,673,657,616,579,546,81.13%,525,628,83.60%,-99,-54
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08133|Nepali - Upskill - 15s,1024645267,LI08133|Nepali - Upskill - 15s,23288081446,08/02/2026,CA01323,56319082,779,779,4,0.51%,41.113267,37.546363,693,693,622,560,603,87.01%,555,722,76.87%,-57,-86
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08210|Zee5 - Hindi - alcohol - Video,1024927939,LI08210|Zee5 - Hindi - alcohol - Video,23324892212,08/02/2026,CA01336,56366042,505,505,2,0.40%,32.131798,29.344108,438,359,261,192,341,77.85%,370,447,82.77%,-58,-67
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08211|Zee5 - Hindi - alone - Video,1024932727,LI08211|Zee5 - Hindi - alone - Video,23324893373,08/02/2026,CA01336,56366042,508,508,2,0.39%,32.142167,29.353577,444,320,187,138,363,81.76%,356,442,80.54%,-66,-64
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08212|Zee5 - Hindi - Weather - Video,1024583448,LI08212|Zee5 - Hindi - Weather - Video,23328963310,08/02/2026,CA01336,56366042,499,499,2,0.40%,32.583025,29.756187,484,349,205,146,412,85.12%,401,498,80.52%,-1,-15
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08213|Zee5 - Hindi - Flags - Video,1024932745,LI08213|Zee5 - Hindi - Flags - Video,23319835578,08/02/2026,CA01336,56366042,463,463,2,0.43%,30.154264,27.538141,462,335,177,133,361,78.14%,352,443,79.46%,-20,-1
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08214|Zee5 - Hindi - Life Jackets - Video,1024584072,LI08214|Zee5 - Hindi - Life Jackets - Video,23328963775,08/02/2026,CA01336,56366042,508,508,2,0.39%,32.088676,29.304727,448,331,213,150,357,79.69%,380,427,88.99%,-81,-60
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08215|Zee5 - Punjabi - alcohol - Video,1024932754,LI08215|Zee5 - Punjabi - alcohol - Video,23319835908,08/02/2026,CA01336,56366042,525,525,2,0.38%,33.501034,30.594552,433,332,215,141,331,76.44%,359,458,78.38%,-67,-92
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08216|Zee5 - Punjabi - alone - Video,1024585122,LI08216|Zee5 - Punjabi - alone - Video,23324898908,08/02/2026,CA01336,56366042,524,524,2,0.38%,33.981629,31.033451,458,366,241,176,356,77.73%,349,441,79.14%,-83,-66
